/dssg/home/acct-phydci/phydci-user0/.conda/envs/multinet/bin/python
50
Iteration 1 started.
Epoch [10/100], Loss: 0.0420
Epoch [20/100], Loss: 0.0284
Epoch [30/100], Loss: 0.0286
Epoch [40/100], Loss: 0.0331
Epoch [50/100], Loss: 0.0249
Epoch [60/100], Loss: 0.0375
Epoch [70/100], Loss: 0.0246
Epoch [80/100], Loss: 0.0203
Epoch [90/100], Loss: 0.0231
Epoch [100/100], Loss: 0.0217
